predicates,k,BASE_PRE_SEARCH_recall,BASE_POS_SEARCH_recall,ADAP_PRE_SEARCH_recall,ADAP_POS_SEARCH_recall,BASE_PRE_SEARCH_precision,BASE_POS_SEARCH_precision,ADAP_PRE_SEARCH_precision,ADAP_POS_SEARCH_precision,BASE_PRE_SEARCH_ndcg,BASE_POS_SEARCH_ndcg,ADAP_PRE_SEARCH_ndcg,ADAP_POS_SEARCH_ndcg,BASE_PRE_SEARCH_num_results,BASE_POS_SEARCH_num_results,ADAP_PRE_SEARCH_num_results,ADAP_POS_SEARCH_num_results
"[Predicate(key='token_count', value=151, operator='>='), Predicate(key='revdate', value='2025-02-17 14:19:47', operator='>=')]",5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,5,5
"[Predicate(key='token_count', value=151, operator='>='), Predicate(key='revdate', value='2025-02-17 14:19:47', operator='>=')]",10,1.0,1.0,0.9,0.9,1.0,1.0,0.9,0.9,1.0,1.0,0.940997825520158,0.940997825520158,10,10,10,10
"[Predicate(key='token_count', value=151, operator='>='), Predicate(key='revdate', value='2025-02-17 14:19:47', operator='>=')]",50,1.0,1.0,0.48,0.48,1.0,1.0,0.48,0.48,1.0,1.0,0.6577879978574299,0.6577879978574299,50,50,50,50
"[Predicate(key='token_count', value=151, operator='>='), Predicate(key='revdate', value='2025-02-17 14:19:47', operator='>=')]",100,0.99,1.0,0.46,0.46,0.99,1.0,0.46,0.46,0.9943187159610939,1.0,0.6179003475761367,0.6179003475761367,100,100,100,100
"[Predicate(key='token_count', value=151, operator='>='), Predicate(key='revdate', value='2025-02-17 14:19:47', operator='>=')]",200,0.99,1.0,0.67,0.67,0.99,1.0,0.67,0.67,0.9936135597490463,1.0,0.7706243029891353,0.7706243029891353,200,200,200,200
"[Predicate(key='token_count', value=151, operator='>='), Predicate(key='revdate', value='2025-02-17 14:19:47', operator='>=')]",500,0.962,1.0,0.532,0.738,0.962,1.0,0.532,0.738,0.9745404404250165,1.0,0.6547814762625737,0.8182898853213519,500,500,500,500
"[Predicate(key='token_count', value=151, operator='>='), Predicate(key='revdate', value='2025-02-17 14:19:47', operator='>=')]",1000,0.908,1.0,0.565,0.688,0.908,1.0,0.565,0.688,0.9355835416455763,1.0,0.683645092321563,0.7773474927790772,1000,1000,1000,1000
"[Predicate(key='token_count', value=151, operator='>='), Predicate(key='revdate', value='2025-02-17 14:19:47', operator='>=')]",2500,0.7992,1.0,0.5564,0.6776,0.7992,1.0,0.5564,0.6776,0.8543444613788563,1.0,0.6650340847872915,0.763829454741754,2500,2500,2500,2500
"[Predicate(key='token_count', value=151, operator='>='), Predicate(key='revdate', value='2025-02-17 14:19:47', operator='>=')]",5000,0.6836,1.0,0.5636,0.7406,0.6836,1.0,0.5636,0.7406,0.7638740001003492,1.0,0.6698425242178364,0.8080847004021161,5000,5000,5000,5000
"[Predicate(key='token_count', value=151, operator='>='), Predicate(key='revdate', value='2025-02-17 14:19:47', operator='>=')]",6000,0.654,1.0,0.5793333333333334,0.7655,0.654,1.0,0.5793333333333334,0.7655,0.7397095229046622,1.0,0.6807355411890266,0.8278096055739342,6000,6000,6000,6000
"[Predicate(key='token_count', value=151, operator='>='), Predicate(key='revdate', value='2025-02-17 14:19:47', operator='>=')]",7000,0.619,1.0,0.5985714285714285,0.789,0.619,1.0,0.5985714285714285,0.789,0.7127949399682726,1.0,0.6961739633231356,0.8457569900713223,7000,7000,7000,7000
"[Predicate(key='token_count', value=151, operator='>='), Predicate(key='revdate', value='2025-02-17 14:19:47', operator='>=')]",10000,0.5451,1.0,0.6513,0.855,0.5451,1.0,0.6513,0.855,0.6543776907072509,1.0,0.7403976830185787,0.8972074196082692,10000,10000,10000,10000
"[Predicate(key='token_count', value=145, operator='>='), Predicate(key='revdate', value='2025-02-17 08:25:09', operator='>=')]",5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,5,5
"[Predicate(key='token_count', value=145, operator='>='), Predicate(key='revdate', value='2025-02-17 08:25:09', operator='>=')]",10,1.0,1.0,0.9,0.9,1.0,1.0,0.9,0.9,1.0,1.0,0.9414927270333981,0.9414927270333981,10,10,10,10
"[Predicate(key='token_count', value=145, operator='>='), Predicate(key='revdate', value='2025-02-17 08:25:09', operator='>=')]",50,1.0,1.0,0.46,0.46,1.0,1.0,0.46,0.46,1.0,1.0,0.6472937085465045,0.6472937085465045,50,50,50,50
"[Predicate(key='token_count', value=145, operator='>='), Predicate(key='revdate', value='2025-02-17 08:25:09', operator='>=')]",100,0.99,1.0,0.46,0.46,0.99,1.0,0.46,0.46,0.9943563939487853,1.0,0.6198955504874918,0.6198955504874918,100,100,100,100
"[Predicate(key='token_count', value=145, operator='>='), Predicate(key='revdate', value='2025-02-17 08:25:09', operator='>=')]",200,0.99,1.0,0.68,0.68,0.99,1.0,0.68,0.68,0.9936506888230069,1.0,0.7782238130856489,0.7782238130856489,200,200,200,200
"[Predicate(key='token_count', value=145, operator='>='), Predicate(key='revdate', value='2025-02-17 08:25:09', operator='>=')]",500,0.964,1.0,0.54,0.744,0.964,1.0,0.54,0.744,0.9758957368156299,1.0,0.6613818833683266,0.8224618128614768,500,500,500,500
"[Predicate(key='token_count', value=145, operator='>='), Predicate(key='revdate', value='2025-02-17 08:25:09', operator='>=')]",1000,0.908,1.0,0.569,0.69,0.908,1.0,0.569,0.69,0.93595804973505,1.0,0.6869548478483717,0.7789494378741576,1000,1000,1000,1000
"[Predicate(key='token_count', value=145, operator='>='), Predicate(key='revdate', value='2025-02-17 08:25:09', operator='>=')]",2500,0.806,1.0,0.5504,0.6824,0.806,1.0,0.5504,0.6824,0.859333150836214,1.0,0.6606530081740893,0.7675614628100905,2500,2500,2500,2500
"[Predicate(key='token_count', value=145, operator='>='), Predicate(key='revdate', value='2025-02-17 08:25:09', operator='>=')]",5000,0.6912,1.0,0.5652,0.7462,0.6912,1.0,0.5652,0.7462,0.769512283822438,1.0,0.6708436340432795,0.8122803763946401,5000,5000,5000,5000
"[Predicate(key='token_count', value=145, operator='>='), Predicate(key='revdate', value='2025-02-17 08:25:09', operator='>=')]",6000,0.6613333333333333,1.0,0.57,0.7735,0.6613333333333333,1.0,0.57,0.7735,0.7451425034194006,1.0,0.6731323951489339,0.8334558837778023,6000,6000,6000,6000
"[Predicate(key='token_count', value=145, operator='>='), Predicate(key='revdate', value='2025-02-17 08:25:09', operator='>=')]",7000,0.6274285714285714,1.0,0.5894285714285714,0.7927142857142857,0.6274285714285714,1.0,0.5894285714285714,0.7927142857142857,0.7189209118105796,1.0,0.6889305416048276,0.8484756892774165,7000,7000,7000,7000
"[Predicate(key='token_count', value=145, operator='>='), Predicate(key='revdate', value='2025-02-17 08:25:09', operator='>=')]",10000,0.5527,1.0,0.6477,0.8607,0.5527,1.0,0.6477,0.8607,0.6599199557179493,1.0,0.7369159461416007,0.9010235221411759,10000,10000,10000,10000
"[Predicate(key='token_count', value=160, operator='>='), Predicate(key='revdate', value='2025-02-17 04:52:46', operator='>=')]",5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,5,5
"[Predicate(key='token_count', value=160, operator='>='), Predicate(key='revdate', value='2025-02-17 04:52:46', operator='>=')]",10,1.0,1.0,0.9,0.9,1.0,1.0,0.9,0.9,1.0,1.0,0.9414927270333981,0.9414927270333981,10,10,10,10
"[Predicate(key='token_count', value=160, operator='>='), Predicate(key='revdate', value='2025-02-17 04:52:46', operator='>=')]",50,1.0,1.0,0.46,0.46,1.0,1.0,0.46,0.46,1.0,1.0,0.6472937085465045,0.6472937085465045,50,50,50,50
"[Predicate(key='token_count', value=160, operator='>='), Predicate(key='revdate', value='2025-02-17 04:52:46', operator='>=')]",100,0.99,1.0,0.46,0.46,0.99,1.0,0.46,0.46,0.9943563939487853,1.0,0.6198955504874918,0.6198955504874918,100,100,100,100
"[Predicate(key='token_count', value=160, operator='>='), Predicate(key='revdate', value='2025-02-17 04:52:46', operator='>=')]",200,0.99,1.0,0.68,0.68,0.99,1.0,0.68,0.68,0.9936547429600351,1.0,0.7781949820722546,0.7781949820722546,200,200,200,200
"[Predicate(key='token_count', value=160, operator='>='), Predicate(key='revdate', value='2025-02-17 04:52:46', operator='>=')]",500,0.964,1.0,0.542,0.744,0.964,1.0,0.542,0.744,0.975923310061339,1.0,0.6627469007416428,0.8222821582331636,500,500,500,500
"[Predicate(key='token_count', value=160, operator='>='), Predicate(key='revdate', value='2025-02-17 04:52:46', operator='>=')]",1000,0.91,1.0,0.573,0.7,0.91,1.0,0.573,0.7,0.9372696432605911,1.0,0.6894648916294317,0.7853539301460727,1000,1000,1000,1000
"[Predicate(key='token_count', value=160, operator='>='), Predicate(key='revdate', value='2025-02-17 04:52:46', operator='>=')]",2500,0.8068,1.0,0.558,0.6884,0.8068,1.0,0.558,0.6884,0.8597805756807813,1.0,0.6660603552100707,0.7715732870041534,2500,2500,2500,2500
"[Predicate(key='token_count', value=160, operator='>='), Predicate(key='revdate', value='2025-02-17 04:52:46', operator='>=')]",5000,0.6982,1.0,0.5656,0.7514,0.6982,1.0,0.5656,0.7514,0.7740861350365488,1.0,0.6704183454864769,0.8154998107783369,5000,5000,5000,5000
"[Predicate(key='token_count', value=160, operator='>='), Predicate(key='revdate', value='2025-02-17 04:52:46', operator='>=')]",6000,0.6653333333333333,1.0,0.5681666666666667,0.7788333333333334,0.6653333333333333,1.0,0.5681666666666667,0.7788333333333334,0.7478660475083612,1.0,0.6715540032240291,0.8370880646546606,6000,6000,6000,6000
"[Predicate(key='token_count', value=160, operator='>='), Predicate(key='revdate', value='2025-02-17 04:52:46', operator='>=')]",7000,0.6348571428571429,1.0,0.5938571428571429,0.801,0.6348571428571429,1.0,0.5938571428571429,0.801,0.7238555683799643,1.0,0.6915977373987449,0.8541127229082316,7000,7000,7000,7000
"[Predicate(key='token_count', value=160, operator='>='), Predicate(key='revdate', value='2025-02-17 04:52:46', operator='>=')]",10000,0.5588,1.0,0.6454,0.8645,0.5588,1.0,0.6454,0.8645,0.6641049598211322,1.0,0.734541421766319,0.9035973338220562,10000,10000,10000,10000
"[Predicate(key='token_count', value=170, operator='>='), Predicate(key='revdate', value='2025-02-17 01:19:33', operator='>=')]",5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,5,5
"[Predicate(key='token_count', value=170, operator='>='), Predicate(key='revdate', value='2025-02-17 01:19:33', operator='>=')]",10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,10,10,10
"[Predicate(key='token_count', value=170, operator='>='), Predicate(key='revdate', value='2025-02-17 01:19:33', operator='>=')]",50,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,1.0,0.6762410333650302,0.6762410333650302,50,50,50,50
"[Predicate(key='token_count', value=170, operator='>='), Predicate(key='revdate', value='2025-02-17 01:19:33', operator='>=')]",100,0.99,1.0,0.47,0.47,0.99,1.0,0.47,0.47,0.994396562901153,1.0,0.6289824868723632,0.6289824868723632,100,100,100,100
"[Predicate(key='token_count', value=170, operator='>='), Predicate(key='revdate', value='2025-02-17 01:19:33', operator='>=')]",200,0.99,1.0,0.395,0.685,0.99,1.0,0.395,0.685,0.9937000457652185,1.0,0.549251111975343,0.7823562893889167,200,200,200,200
"[Predicate(key='token_count', value=170, operator='>='), Predicate(key='revdate', value='2025-02-17 01:19:33', operator='>=')]",500,0.966,1.0,0.558,0.764,0.966,1.0,0.558,0.764,0.9772965331128488,1.0,0.674991623713798,0.836080954116913,500,500,500,500
"[Predicate(key='token_count', value=170, operator='>='), Predicate(key='revdate', value='2025-02-17 01:19:33', operator='>=')]",1000,0.91,1.0,0.582,0.71,0.91,1.0,0.582,0.71,0.9376205572908546,1.0,0.6969362673436972,0.7931494348047653,1000,1000,1000,1000
"[Predicate(key='token_count', value=170, operator='>='), Predicate(key='revdate', value='2025-02-17 01:19:33', operator='>=')]",2500,0.8116,1.0,0.5696,0.7028,0.8116,1.0,0.5696,0.7028,0.8632430110762045,1.0,0.6752636326033327,0.7826147390565651,2500,2500,2500,2500
"[Predicate(key='token_count', value=170, operator='>='), Predicate(key='revdate', value='2025-02-17 01:19:33', operator='>=')]",5000,0.7038,1.0,0.5732,0.7634,0.7038,1.0,0.5732,0.7634,0.778268283108501,1.0,0.6764019543218762,0.8245222260161168,5000,5000,5000,5000
"[Predicate(key='token_count', value=170, operator='>='), Predicate(key='revdate', value='2025-02-17 01:19:33', operator='>=')]",6000,0.6691666666666667,1.0,0.5695,0.786,0.6691666666666667,1.0,0.5695,0.786,0.7509804324448396,1.0,0.6729090396378524,0.8423124504375389,6000,6000,6000,6000
"[Predicate(key='token_count', value=170, operator='>='), Predicate(key='revdate', value='2025-02-17 01:19:33', operator='>=')]",7000,0.6401428571428571,1.0,0.5974285714285714,0.8051428571428572,0.6401428571428571,1.0,0.5974285714285714,0.8051428571428572,0.7279284678244822,1.0,0.6942671152424196,0.8569949302490129,7000,7000,7000,7000
"[Predicate(key='token_count', value=170, operator='>='), Predicate(key='revdate', value='2025-02-17 01:19:33', operator='>=')]",10000,0.5629,1.0,0.6468,0.8676,0.5629,1.0,0.6468,0.8676,0.6675024725831269,1.0,0.7356475535466749,0.9058104156581049,10000,10000,10000,10000
"[Predicate(key='token_count', value=180, operator='>='), Predicate(key='revdate', value='2025-01-26 11:47:18', operator='>=')]",5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,5,5
"[Predicate(key='token_count', value=180, operator='>='), Predicate(key='revdate', value='2025-01-26 11:47:18', operator='>=')]",10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,10,10,10
"[Predicate(key='token_count', value=180, operator='>='), Predicate(key='revdate', value='2025-01-26 11:47:18', operator='>=')]",50,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,1.0,0.6762410333650302,0.6762410333650302,50,50,50,50
"[Predicate(key='token_count', value=180, operator='>='), Predicate(key='revdate', value='2025-01-26 11:47:18', operator='>=')]",100,0.99,1.0,0.48,0.48,0.99,1.0,0.48,0.48,0.9943984916699298,1.0,0.6358088282361155,0.6358088282361155,100,100,100,100
"[Predicate(key='token_count', value=180, operator='>='), Predicate(key='revdate', value='2025-01-26 11:47:18', operator='>=')]",200,0.99,1.0,0.4,0.605,0.99,1.0,0.4,0.605,0.9937092601853758,1.0,0.5528283370501875,0.7239361169239621,200,200,200,200
"[Predicate(key='token_count', value=180, operator='>='), Predicate(key='revdate', value='2025-01-26 11:47:18', operator='>=')]",500,0.968,1.0,0.522,0.666,0.968,1.0,0.522,0.666,0.9786121522105236,1.0,0.646030579082326,0.7609653434878216,500,500,500,500
"[Predicate(key='token_count', value=180, operator='>='), Predicate(key='revdate', value='2025-01-26 11:47:18', operator='>=')]",1000,0.91,1.0,0.562,0.634,0.91,1.0,0.562,0.634,0.9378108922459554,1.0,0.680672602315906,0.7361379917069033,1000,1000,1000,1000
"[Predicate(key='token_count', value=180, operator='>='), Predicate(key='revdate', value='2025-01-26 11:47:18', operator='>=')]",2500,0.8136,1.0,0.57,0.656,0.8136,1.0,0.57,0.656,0.8647533176444102,1.0,0.675301065830022,0.7442909617092505,2500,2500,2500,2500
"[Predicate(key='token_count', value=180, operator='>='), Predicate(key='revdate', value='2025-01-26 11:47:18', operator='>=')]",5000,0.7104,1.0,0.5648,0.6786,0.7104,1.0,0.5648,0.6786,0.7830639163149045,1.0,0.6689154281383178,0.7584059064954076,5000,5000,5000,5000
"[Predicate(key='token_count', value=180, operator='>='), Predicate(key='revdate', value='2025-01-26 11:47:18', operator='>=')]",6000,0.6776666666666666,1.0,0.5733333333333334,0.6961666666666667,0.6776666666666666,1.0,0.5733333333333334,0.6961666666666667,0.7570611979623255,1.0,0.6751011706911,0.7715049208827117,6000,6000,6000,6000
"[Predicate(key='token_count', value=180, operator='>='), Predicate(key='revdate', value='2025-01-26 11:47:18', operator='>=')]",7000,0.6477142857142857,1.0,0.5881428571428572,0.722,0.6477142857142857,1.0,0.5881428571428572,0.722,0.7334801061206997,1.0,0.6863927142891428,0.7922479908296435,7000,7000,7000,7000
"[Predicate(key='token_count', value=180, operator='>='), Predicate(key='revdate', value='2025-01-26 11:47:18', operator='>=')]",10000,0.5734,1.0,0.6437,0.7923,0.5734,1.0,0.6437,0.7923,0.6749805025408419,1.0,0.7322601764577835,0.8489807657443763,10000,10000,10000,10000
"[Predicate(key='token_count', value=190, operator='>='), Predicate(key='revdate', value='2025-01-26 04:28:55', operator='>=')]",5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,5,5
"[Predicate(key='token_count', value=190, operator='>='), Predicate(key='revdate', value='2025-01-26 04:28:55', operator='>=')]",10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,10,10,10
"[Predicate(key='token_count', value=190, operator='>='), Predicate(key='revdate', value='2025-01-26 04:28:55', operator='>=')]",50,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,1.0,0.6767811183518131,0.6767811183518131,50,50,50,50
"[Predicate(key='token_count', value=190, operator='>='), Predicate(key='revdate', value='2025-01-26 04:28:55', operator='>=')]",100,1.0,1.0,0.49,0.49,1.0,1.0,0.49,0.49,1.0,1.0,0.6431131882060711,0.6431131882060711,100,100,100,100
"[Predicate(key='token_count', value=190, operator='>='), Predicate(key='revdate', value='2025-01-26 04:28:55', operator='>=')]",200,0.99,1.0,0.405,0.615,0.99,1.0,0.405,0.615,0.993739791606594,1.0,0.5576033319279212,0.7316189003827006,200,200,200,200
"[Predicate(key='token_count', value=190, operator='>='), Predicate(key='revdate', value='2025-01-26 04:28:55', operator='>=')]",500,0.972,1.0,0.538,0.684,0.972,1.0,0.538,0.684,0.9812189928500104,1.0,0.6579612831951785,0.773351861316299,500,500,500,500
"[Predicate(key='token_count', value=190, operator='>='), Predicate(key='revdate', value='2025-01-26 04:28:55', operator='>=')]",1000,0.913,1.0,0.573,0.639,0.913,1.0,0.573,0.639,0.940111484475801,1.0,0.6888624759473474,0.7397824484713013,1000,1000,1000,1000
"[Predicate(key='token_count', value=190, operator='>='), Predicate(key='revdate', value='2025-01-26 04:28:55', operator='>=')]",2500,0.8176,1.0,0.5672,0.666,0.8176,1.0,0.5672,0.666,0.8678810952364957,1.0,0.6732093540867212,0.7518046837346081,2500,2500,2500,2500
"[Predicate(key='token_count', value=190, operator='>='), Predicate(key='revdate', value='2025-01-26 04:28:55', operator='>=')]",5000,0.714,1.0,0.5632,0.6784,0.714,1.0,0.5632,0.6784,0.7861903624167306,1.0,0.668283879988082,0.758953704116709,5000,5000,5000,5000
"[Predicate(key='token_count', value=190, operator='>='), Predicate(key='revdate', value='2025-01-26 04:28:55', operator='>=')]",6000,0.6815,1.0,0.5668333333333333,0.6928333333333333,0.6815,1.0,0.5668333333333333,0.6928333333333333,0.7603916608291714,1.0,0.6703998205351197,0.7693882032235208,6000,6000,6000,6000
"[Predicate(key='token_count', value=190, operator='>='), Predicate(key='revdate', value='2025-01-26 04:28:55', operator='>=')]",7000,0.6542857142857142,1.0,0.585,0.7272857142857143,0.6542857142857142,1.0,0.585,0.7272857142857143,0.7385525404206175,1.0,0.6836244926950723,0.7965095073125671,7000,7000,7000,7000
"[Predicate(key='token_count', value=190, operator='>='), Predicate(key='revdate', value='2025-01-26 04:28:55', operator='>=')]",10000,0.5784,1.0,0.6382,0.7931,0.5784,1.0,0.6382,0.7931,0.6790716129980283,1.0,0.7278103248148918,0.8497070331881899,10000,10000,10000,10000
"[Predicate(key='token_count', value=200, operator='>='), Predicate(key='revdate', value='2025-01-24 02:40:15', operator='>=')]",5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,5,5
"[Predicate(key='token_count', value=200, operator='>='), Predicate(key='revdate', value='2025-01-24 02:40:15', operator='>=')]",10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,10,10,10
"[Predicate(key='token_count', value=200, operator='>='), Predicate(key='revdate', value='2025-01-24 02:40:15', operator='>=')]",50,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,1.0,0.6769412737921563,0.6769412737921563,50,50,50,50
"[Predicate(key='token_count', value=200, operator='>='), Predicate(key='revdate', value='2025-01-24 02:40:15', operator='>=')]",100,1.0,1.0,0.49,0.49,1.0,1.0,0.49,0.49,1.0,1.0,0.6429048979978217,0.6429048979978217,100,100,100,100
"[Predicate(key='token_count', value=200, operator='>='), Predicate(key='revdate', value='2025-01-24 02:40:15', operator='>=')]",200,0.995,1.0,0.395,0.395,0.995,1.0,0.395,0.395,0.9967342134329292,1.0,0.5495317488469247,0.5495317488469247,200,200,200,200
"[Predicate(key='token_count', value=200, operator='>='), Predicate(key='revdate', value='2025-01-24 02:40:15', operator='>=')]",500,0.974,1.0,0.544,0.582,0.974,1.0,0.544,0.582,0.9824157781798906,1.0,0.6612649424747155,0.690632478249685,500,500,500,500
"[Predicate(key='token_count', value=200, operator='>='), Predicate(key='revdate', value='2025-01-24 02:40:15', operator='>=')]",1000,0.919,1.0,0.582,0.627,0.919,1.0,0.582,0.627,0.9440974034732876,1.0,0.6923830189895683,0.7282839472769604,1000,1000,1000,1000
"[Predicate(key='token_count', value=200, operator='>='), Predicate(key='revdate', value='2025-01-24 02:40:15', operator='>=')]",2500,0.8324,1.0,0.5452,0.61,0.8324,1.0,0.5452,0.61,0.8781223297689627,1.0,0.6537207004791463,0.7053281597863612,2500,2500,2500,2500
"[Predicate(key='token_count', value=200, operator='>='), Predicate(key='revdate', value='2025-01-24 02:40:15', operator='>=')]",5000,0.7322,1.0,0.5554,0.6262,0.7322,1.0,0.5554,0.6262,0.7991395624469524,1.0,0.6584828690797727,0.7172920815332848,5000,5000,5000,5000
"[Predicate(key='token_count', value=200, operator='>='), Predicate(key='revdate', value='2025-01-24 02:40:15', operator='>=')]",6000,0.7008333333333333,1.0,0.5661666666666667,0.638,0.7008333333333333,1.0,0.5661666666666667,0.638,0.7741772046276172,1.0,0.6680521877510079,0.7250638434739709,6000,6000,6000,6000
"[Predicate(key='token_count', value=200, operator='>='), Predicate(key='revdate', value='2025-01-24 02:40:15', operator='>=')]",7000,0.6721428571428572,1.0,0.5705714285714286,0.6545714285714286,0.6721428571428572,1.0,0.5705714285714286,0.6545714285714286,0.7514005541644976,1.0,0.6709475017752231,0.7374340279378082,7000,7000,7000,7000
"[Predicate(key='token_count', value=200, operator='>='), Predicate(key='revdate', value='2025-01-24 02:40:15', operator='>=')]",10000,0.5994,1.0,0.6064,0.7079,0.5994,1.0,0.6064,0.7079,0.6939088692012415,1.0,0.6994842114822223,0.7812476633277302,10000,10000,10000,10000
"[Predicate(key='token_count', value=210, operator='>='), Predicate(key='revdate', value='2025-01-24 19:16:42', operator='>=')]",5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,5,5
"[Predicate(key='token_count', value=210, operator='>='), Predicate(key='revdate', value='2025-01-24 19:16:42', operator='>=')]",10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,10,10,10
"[Predicate(key='token_count', value=210, operator='>='), Predicate(key='revdate', value='2025-01-24 19:16:42', operator='>=')]",50,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,1.0,0.6767811183518131,0.6767811183518131,50,50,50,50
"[Predicate(key='token_count', value=210, operator='>='), Predicate(key='revdate', value='2025-01-24 19:16:42', operator='>=')]",100,1.0,1.0,0.48,0.48,1.0,1.0,0.48,0.48,1.0,1.0,0.6358677093634232,0.6358677093634232,100,100,100,100
"[Predicate(key='token_count', value=210, operator='>='), Predicate(key='revdate', value='2025-01-24 19:16:42', operator='>=')]",200,0.995,1.0,0.39,0.39,0.995,1.0,0.39,0.39,0.9967227980641091,1.0,0.5454842521259659,0.5454842521259659,200,200,200,200
"[Predicate(key='token_count', value=210, operator='>='), Predicate(key='revdate', value='2025-01-24 19:16:42', operator='>=')]",500,0.976,1.0,0.542,0.578,0.976,1.0,0.542,0.578,0.983779672977658,1.0,0.6596712199704959,0.6875737060425284,500,500,500,500
"[Predicate(key='token_count', value=210, operator='>='), Predicate(key='revdate', value='2025-01-24 19:16:42', operator='>=')]",1000,0.921,1.0,0.575,0.631,0.921,1.0,0.575,0.631,0.9455631752137087,1.0,0.687191069441839,0.7312081398312228,1000,1000,1000,1000
"[Predicate(key='token_count', value=210, operator='>='), Predicate(key='revdate', value='2025-01-24 19:16:42', operator='>=')]",2500,0.8284,1.0,0.5608,0.6372,0.8284,1.0,0.5608,0.6372,0.8756185965074902,1.0,0.6666791312679017,0.7268002377855709,2500,2500,2500,2500
"[Predicate(key='token_count', value=210, operator='>='), Predicate(key='revdate', value='2025-01-24 19:16:42', operator='>=')]",5000,0.7266,1.0,0.5602,0.6404,0.7266,1.0,0.5602,0.6404,0.7954587869533748,1.0,0.6634399914060338,0.7294241788434142,5000,5000,5000,5000
"[Predicate(key='token_count', value=210, operator='>='), Predicate(key='revdate', value='2025-01-24 19:16:42', operator='>=')]",6000,0.6943333333333334,1.0,0.569,0.6625,0.6943333333333334,1.0,0.569,0.6625,0.769885452582806,1.0,0.671115865118022,0.7448977944989517,6000,6000,6000,6000
"[Predicate(key='token_count', value=210, operator='>='), Predicate(key='revdate', value='2025-01-24 19:16:42', operator='>=')]",7000,0.6674285714285715,1.0,0.567,0.6791428571428572,0.6674285714285715,1.0,0.567,0.6791428571428572,0.7482541885925681,1.0,0.6687687659975547,0.7577023586424558,7000,7000,7000,7000
"[Predicate(key='token_count', value=210, operator='>='), Predicate(key='revdate', value='2025-01-24 19:16:42', operator='>=')]",10000,0.5932,1.0,0.6149,0.7428,0.5932,1.0,0.6149,0.7428,0.6899222450634983,1.0,0.707454424324737,0.8094801126587223,10000,10000,10000,10000
"[Predicate(key='token_count', value=220, operator='>='), Predicate(key='revdate', value='2025-01-24 15:53:28', operator='>=')]",5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,5,5
"[Predicate(key='token_count', value=220, operator='>='), Predicate(key='revdate', value='2025-01-24 15:53:28', operator='>=')]",10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,10,10,10
"[Predicate(key='token_count', value=220, operator='>='), Predicate(key='revdate', value='2025-01-24 15:53:28', operator='>=')]",50,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,1.0,0.6767811183518131,0.6767811183518131,50,50,50,50
"[Predicate(key='token_count', value=220, operator='>='), Predicate(key='revdate', value='2025-01-24 15:53:28', operator='>=')]",100,1.0,1.0,0.48,0.48,1.0,1.0,0.48,0.48,1.0,1.0,0.6359905041365812,0.6359905041365812,100,100,100,100
"[Predicate(key='token_count', value=220, operator='>='), Predicate(key='revdate', value='2025-01-24 15:53:28', operator='>=')]",200,0.995,1.0,0.39,0.39,0.995,1.0,0.39,0.39,0.996723280090522,1.0,0.5455798768743032,0.5455798768743032,200,200,200,200
"[Predicate(key='token_count', value=220, operator='>='), Predicate(key='revdate', value='2025-01-24 15:53:28', operator='>=')]",500,0.974,1.0,0.54,0.576,0.974,1.0,0.54,0.576,0.9825352475516373,1.0,0.6582519750719159,0.6861741770449802,500,500,500,500
